(-0.04, -0.12, 0.99)
(0.04, -0.07, 1.00)
(0.03, -0.04, 1.00)
(0.03, 0.00, 1.00)
(0.03, 0.00, 1.00)
(0.02, -0.01, 1.00)
(0.03, -0.01, 1.00)
(0.03, -0.01, 1.00)
(0.12, 0.04, -0.99)
(0.12, 0.04, -0.99)
(0.12, 0.04, -0.99)
(0.12, 0.04, -0.99)
(0.12, 0.04, -0.99)
(0.12, 0.04, -0.99)
(0.12, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.04, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.03, -0.99)
(0.13, 0.02, -0.99)
(0.13, 0.01, -0.99)
(0.14, 0.03, -0.99)
(0.13, 0.05, -0.99)
(0.14, 0.07, -0.99)
(0.14, 0.07, -0.99)
(0.14, 0.07, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.05, -0.99)
(0.14, 0.04, -0.99)
(0.14, 0.05, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.06, -0.99)
(0.14, 0.05, -0.99)
(0.14, 0.05, -0.99)
(0.14, 0.05, -0.99)
(0.14, 0.05, -0.99)
(0.14, 0.04, -0.99)
(0.14, 0.04, -0.99)
(0.14, 0.04, -0.99)
