(0.04, 0.00, -0.03)
(0.04, 0.00, -0.03)
(0.05, 0.20, 0.95)
(0.06, 0.20, 0.95)
(0.06, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.07, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.09, 0.19, 0.95)
(0.09, 0.19, 0.95)
(0.09, 0.20, 0.95)
(0.09, 0.20, 0.95)
(0.09, 0.19, 0.95)
(0.09, 0.18, 0.95)
(0.09, 0.18, 0.95)
(0.09, 0.18, 0.95)
(0.09, 0.19, 0.95)
(0.09, 0.19, 0.95)
(0.08, 0.18, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.19, 0.95)
(0.08, 0.20, 0.95)
(0.08, 0.20, 0.95)
(0.08, 0.20, 0.95)
(0.07, 0.20, 0.95)
(0.06, 0.20, 0.95)
(0.05, 0.21, 0.95)
(0.05, 0.20, 0.95)
(0.05, 0.20, 0.95)
(0.05, 0.20, 0.95)
(0.05, 0.20, 0.95)
(0.05, 0.20, 0.95)
(0.05, 0.20, 0.95)
(0.05, 0.20, 0.95)
(0.05, 0.19, 0.95)
(0.05, 0.19, 0.95)
(0.05, 0.19, 0.95)
(0.04, 0.19, 0.95)
(0.04, 0.19, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.21, 0.95)
(0.04, 0.21, 0.95)
(0.04, 0.20, 0.95)
(0.04, 0.21, 0.95)
(0.04, 0.21, 0.95)
(0.04, 0.21, 0.95)
(0.04, 0.21, 0.95)
(0.04, 0.21, 0.95)
(0.03, 0.21, 0.95)
(0.03, 0.23, 0.94)
(0.04, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.04, 0.23, 0.95)
(0.04, 0.22, 0.95)
(0.04, 0.22, 0.95)
(0.04, 0.22, 0.95)
(0.04, 0.22, 0.95)
(0.03, 0.22, 0.95)
(0.03, 0.22, 0.95)
(0.03, 0.22, 0.95)
(0.03, 0.22, 0.95)
(0.03, 0.22, 0.95)
(0.03, 0.22, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.02, 0.23, 0.95)
(0.02, 0.23, 0.95)
(0.02, 0.23, 0.95)
(0.02, 0.23, 0.95)
(0.02, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.03, 0.23, 0.95)
(0.02, 0.17, 0.96)
(0.02, 0.17, 0.96)
(0.02, 0.17, 0.96)
(0.02, 0.17, 0.96)
